page,total_page,loc_code,string1,string2,string3,string4,string5,string6
6827,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6828,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6829,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6830,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6831,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6832,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6833,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6834,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6835,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6836,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6837,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6838,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6839,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6840,16071,30101962,"14 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Gizi Fakultas Ilmu Kesehatan",NULL
6841,16071,30101963,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Kesehatan Masyarakat Fakultas Ilmu Kesehatan",NULL
6842,16071,30101963,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Kesehatan Masyarakat Fakultas Ilmu Kesehatan",NULL
6843,16071,30101963,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Kesehatan Masyarakat Fakultas Ilmu Kesehatan",NULL
6844,16071,30101963,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Kesehatan Masyarakat Fakultas Ilmu Kesehatan",NULL
6845,16071,30101963,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Kesehatan Masyarakat Fakultas Ilmu Kesehatan",NULL
6846,16071,30101963,"6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Teuku Umar","Fakultas Ilmu Kesehatan","Program Studi S1 Kesehatan Masyarakat Fakultas Ilmu Kesehatan",NULL
6847,16071,30101968,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Peternakan Kelautan dan Perikanan","Prodi S1 Ilmu Peternakan Fakultas Peternakan Kelautan dan Perikanan",NULL
6848,16071,30101968,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Peternakan Kelautan dan Perikanan","Prodi S1 Ilmu Peternakan Fakultas Peternakan Kelautan dan Perikanan",NULL
6850,16071,30101968,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Peternakan Kelautan dan Perikanan","Prodi S1 Ilmu Peternakan Fakultas Peternakan Kelautan dan Perikanan",NULL
6851,16071,30101968,"8 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Nusa Cendana","Fakultas Peternakan Kelautan dan Perikanan","Prodi S1 Ilmu Peternakan Fakultas Peternakan Kelautan dan Perikanan",NULL
6852,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6853,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6854,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6855,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6856,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6857,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6858,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6859,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6860,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6861,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6862,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6863,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6864,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6865,16071,30101970,"10 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Udayana","Fakultas Kedokteran","Prodi Pendidikan Profesi Dokter Fakultas Kedokteran",NULL
6866,16071,30101971,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Pertanian","Jurusan Teknologi Pertanian Fakultas Pertanian","Prodi S1 Teknik Pertanian Jurusan Teknologi Pertanian"
6867,16071,30101971,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jenderal Soedirman","Fakultas Pertanian","Jurusan Teknologi Pertanian Fakultas Pertanian","Prodi S1 Teknik Pertanian Jurusan Teknologi Pertanian"
6868,16071,30101975,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Musamus","Fakultas Pertanian","Jurusan S-1 Teknik Pertanian Fakultas Pertanian",NULL
6869,16071,30101975,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Musamus","Fakultas Pertanian","Jurusan S-1 Teknik Pertanian Fakultas Pertanian",NULL
6870,16071,30101975,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Musamus","Fakultas Pertanian","Jurusan S-1 Teknik Pertanian Fakultas Pertanian",NULL
6871,16071,30101975,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Musamus","Fakultas Pertanian","Jurusan S-1 Teknik Pertanian Fakultas Pertanian",NULL
6872,16071,30101976,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D4-Teknologi Rekayasa Pengelasan dan Fabrikasi",NULL
6873,16071,30101976,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D4-Teknologi Rekayasa Pengelasan dan Fabrikasi",NULL
6874,16071,30101976,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D4-Teknologi Rekayasa Pengelasan dan Fabrikasi",NULL
6875,16071,30101976,"2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Lhokseumawe","Jurusan Teknik Mesin","Program Studi D4-Teknologi Rekayasa Pengelasan dan Fabrikasi",NULL
6876,16071,30101977,"Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Lampung","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial"
6877,16071,30101977,"Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Lampung","Fakultas Pendidikan Pancasila dan Kewarganegaraan Jurusan Pendidikan Ilmu Pengetahuan Sosial"
6878,16071,30101978,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sam Ratulangi","S1 Biologi Jurusan Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam"
6879,16071,30101978,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sam Ratulangi","S1 Biologi Jurusan Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam"
6880,16071,30101978,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sam Ratulangi","S1 Biologi Jurusan Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam"
6881,16071,30101978,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan S1 Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sam Ratulangi","S1 Biologi Jurusan Biologi Fakultas Matematika dan Ilmu Pengetahuan Alam"
6882,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6883,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6884,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6885,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6886,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6887,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6888,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6889,16071,30101979,Bandung,"Fakultas Seni Rupa dan Desain","Jurusan Seni Rupa Fakultas Seni Rupa dan Desain","Prodi S1 Seni Rupa Murni Jurusan Seni 6 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Rupa"
6890,16071,30101980,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jember","Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi","Program Studi Sarjana (S1) Ekonomi Pembangunan"
6891,16071,30101980,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jember","Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi","Program Studi Sarjana (S1) Ekonomi Pembangunan"
6892,16071,30101980,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jember","Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi","Program Studi Sarjana (S1) Ekonomi Pembangunan"
6893,16071,30101980,"4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Jember","Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi","Program Studi Sarjana (S1) Ekonomi Pembangunan"
6894,16071,30101981,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan","Jurusan Pariwisata"
6895,16071,30101981,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan","Jurusan Pariwisata"
6896,16071,30101981,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan","Jurusan Pariwisata"
6897,16071,30101981,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan","Jurusan Pariwisata"
6898,16071,30101981,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan","Jurusan Pariwisata"
6899,16071,30101981,"5 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Politeknik Negeri Media Kreatif","JURUSAN PARIWISATA","Program Studi D4 Pengelolaan Perhotelan","Jurusan Pariwisata"
6900,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6901,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6902,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6903,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6904,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6905,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6906,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6907,16071,30101982,"7 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Institut Seni Budaya Indonesia Aceh","Jurusan Seni Pertunjukan","Prodi S1 Seni Teater Jurusan Seni Pertunjukan",NULL
6908,16071,30101984,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Pendidikan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
6909,16071,30101984,"1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Negeri Jakarta","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Pendidikan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
6910,16071,30101989,"Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan Ilmu Pendidikan","2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Samudra","Fakultas Prodi S1 Pendidikan Kimia Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
6911,16071,30101989,"Keguruan dan Ilmu Pendidikan","Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam Fakultas Keguruan dan Ilmu Pendidikan","2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Samudra","Fakultas Prodi S1 Pendidikan Kimia Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam"
6912,16071,30101990,"Fakultas Perikanan dan Ilmu Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Kelautan Jurusan Manajemen Sumberdaya Perairan"
6913,16071,30101990,"Fakultas Perikanan dan Ilmu Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Kelautan Jurusan Manajemen Sumberdaya Perairan"
6914,16071,30101990,"Fakultas Perikanan dan Ilmu Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Kelautan Jurusan Manajemen Sumberdaya Perairan"
6915,16071,30101990,"Fakultas Perikanan dan Ilmu Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Kelautan Jurusan Manajemen Sumberdaya Perairan"
6916,16071,30101990,"Fakultas Perikanan dan Ilmu Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Kelautan Jurusan Manajemen Sumberdaya Perairan"
6917,16071,30101990,"Fakultas Perikanan dan Ilmu Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Perikanan dan Ilmu Kelautan","Prodi S1 Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Mulawarman","Kelautan Jurusan Manajemen Sumberdaya Perairan"
6918,16071,30101993,"16 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Papua","Fakultas Kedokteran","Program Studi S1 Pendidikan Dokter",NULL
